UF,Codigo_IBGE,Ente_Federado,VAAT,Ponderador_DRec,Ponderador_NSE
SC,4202701.0,BOTUVERA,11217.3,1.027859,0.963755
SC,4202800.0,BRACO DO NORTE,8443.5,1.030516,0.972034
SC,4202859.0,BRACO DO TROMBUDO,9839.71,1.029179,0.966614
SC,4202875.0,BRUNOPOLIS,12903.62,1.026245,0.984764
SC,4202909.0,BRUSQUE,9939.31,1.029083,0.969638
SC,4203006.0,CACADOR,9356.42,1.029642,0.981798
SC,4203105.0,CAIBI,9265.06,1.029729,0.974307
SC,4203154.0,CALMON,9920.33,1.029102,0.993419
SC,4203204.0,CAMBORIU,7779.64,1.031152,0.982499
SC,4203253.0,CAPAO ALTO,13134.51,1.026023,0.984741
SC,4203303.0,CAMPO ALEGRE,9805.66,1.029211,0.97533
SC,4203402.0,CAMPO BELO DO SUL,10292.35,1.028745,0.994201
SC,4203600.0,CAMPOS NOVOS,9197.92,1.029793,0.974927
SC,4203709.0,CANELINHA,7561.73,1.03136,0.979311
SC,4203808.0,CANOINHAS,9990.96,1.029034,0.983832
SC,4203907.0,CAPINZAL,9453.44,1.029549,0.969318
SC,4203956.0,CAPIVARI DE BAIXO,9615.04,1.029394,0.971369
SC,4204004.0,CATANDUVAS,9598.43,1.02941,0.979232
SC,4204103.0,CAXAMBU DO SUL,11591.13,1.027501,0.984526
SC,4204152.0,CELSO RAMOS,12319.41,1.026804,0.978341
SC,4204178.0,CERRO NEGRO,9904.75,1.029116,0.998068
SC,4204194.0,CHAPADAO DO LAGEADO,10167.23,1.028865,0.976896
SC,4204202.0,CHAPECO,10128.73,1.028902,0.977417
SC,4204251.0,COCAL DO SUL,10201.98,1.028832,0.963588
SC,4204301.0,CONCORDIA,9944.74,1.029078,0.966798
SC,4204350.0,CORDILHEIRA ALTA,9495.45,1.029508,0.972978
SC,4204400.0,CORONEL FREITAS,10027.87,1.028999,0.973203
SC,4204459.0,CORONEL MARTINS,12724.21,1.026416,0.981083
SC,4204509.0,CORUPA,8964.34,1.030017,0.969118
SC,4204558.0,CORREIA PINTO,9672.04,1.029339,0.980477
SC,4204608.0,CRICIUMA,10181.04,1.028852,0.974021
SC,4204707.0,CUNHA PORA,9401.49,1.029598,0.968849
SC,4204756.0,CUNHATAI,14507.25,1.024709,0.969089
SC,4204806.0,CURITIBANOS,9790.91,1.029225,0.981574
SC,4204905.0,DESCANSO,9938.97,1.029084,0.970764
SC,4205001.0,DIONISIO CERQUEIRA,9412.63,1.029588,0.981525
SC,4205100.0,DONA EMMA,9404.17,1.029596,0.967873
SC,4205175.0,ENTRE RIOS,11093.82,1.027978,0.989623
SC,4205191.0,ERMO,9667.65,1.029343,0.984654
SC,4205209.0,ERVAL VELHO,10260.18,1.028776,0.975376
SC,4205308.0,FAXINAL DOS GUEDES,10459.6,1.028585,0.978667
SC,4205357.0,FLOR DO SERTAO,13459.3,1.025712,0.989219
SC,4205407.0,FLORIANOPOLIS,14999.25,1.024238,0.972849
SC,4205431.0,FORMOSA DO SUL,10813.9,1.028246,0.976612
SC,4205456.0,FORQUILHINHA,8336.4,1.030618,0.97807
SC,4205506.0,FRAIBURGO,8666.95,1.030302,0.98146
SC,4205555.0,FREI ROGERIO,11577.91,1.027514,0.982152
SC,4205605.0,GALVAO,10341.28,1.028698,0.985698
SC,4205704.0,GAROPABA,11054.8,1.028015,0.973404
SC,4205803.0,GARUVA,10199.79,1.028834,0.980362
SC,4205902.0,GASPAR,9414.24,1.029586,0.970141
SC,4206009.0,GOVERNADOR CELSO RAMOS,13053.14,1.026101,0.968213
SC,4206108.0,GRAO PARA,8826.84,1.030149,0.971596
SC,4206207.0,GRAVATAL,9555.81,1.029451,0.972216
SC,4206306.0,GUABIRUBA,8639.17,1.030328,0.960441
SC,4206405.0,GUARACIABA,9685.45,1.029326,0.972764
SC,4206504.0,GUARAMIRIM,9040.39,1.029944,0.974118
SC,4206603.0,GUARUJA DO SUL,10161.59,1.02887,0.973161
SC,4206652.0,GUATAMBU,8558.76,1.030405,0.984532
SC,4206702.0,HERVAL DOESTE,9452.66,1.029549,0.973677
SC,4206801.0,IBICARE,11912.01,1.027194,0.967613
SC,4206900.0,IBIRAMA,9326.01,1.029671,0.964793
SC,4207007.0,ICARA,9337.57,1.02966,0.972191
SC,4207106.0,ILHOTA,8100.82,1.030844,0.974136
SC,4207205.0,IMARUI,7313.14,1.031598,0.983994
SC,4207304.0,IMBITUBA,11726.65,1.027372,0.974913
SC,4207403.0,IMBUIA,9314.99,1.029681,0.971474
SC,4207502.0,INDAIAL,9662.55,1.029348,0.968638
SC,4207577.0,IOMERE,10829.67,1.028231,0.964645
SC,4207601.0,IPIRA,10041.95,1.028985,0.970539
SC,4207650.0,IPORA DO OESTE,10506.57,1.02854,0.952411
SC,4207684.0,IPUACU,11112.84,1.027959,0.983213
SC,4207809.0,IRANI,9290.48,1.029705,0.974328
SC,4207858.0,IRATI,11815.85,1.027286,0.984908
SC,4207908.0,IRINEOPOLIS,8782.92,1.030191,0.983055
SC,4208005.0,ITA,11740.8,1.027358,0.966918
SC,4208104.0,ITAIOPOLIS,9753.0,1.029262,0.977881
SC,4208203.0,ITAJAI,12587.84,1.026547,0.977054
SC,4208302.0,ITAPEMA,11594.06,1.027499,0.976661
SC,4208401.0,ITAPIRANGA,9575.21,1.029432,0.967887
SC,4208450.0,ITAPOA,12841.41,1.026304,0.974866
SC,4208500.0,ITUPORANGA,9895.73,1.029125,0.968624
SC,4208609.0,JABORA,10626.35,1.028425,0.973729
SC,4208708.0,JACINTO MACHADO,8608.29,1.030358,0.978509
SC,4208807.0,JAGUARUNA,9427.12,1.029574,0.978352
SC,4208906.0,JARAGUA DO SUL,10128.33,1.028902,0.968065
SC,4208955.0,JARDINOPOLIS,14966.95,1.024269,0.982245
SC,4209003.0,JOACABA,12003.5,1.027107,0.96431
SC,4209102.0,JOINVILLE,11572.59,1.027519,0.96928
SC,4209151.0,JOSE BOITEUX,8836.81,1.030139,0.975288
SC,4209177.0,JUPIA,13850.81,1.025337,0.983627
SC,4209201.0,LACERDOPOLIS,14058.67,1.025138,0.971843
SC,4209300.0,LAGES,10256.84,1.028779,0.975966
SC,4209409.0,LAGUNA,11517.51,1.027572,0.978707
SC,4209508.0,LAURENTINO,9129.82,1.029859,0.966601
SC,4209607.0,LAURO MULLER,11094.31,1.027977,0.970455
SC,4209706.0,LEBON REGIS,7591.74,1.031332,0.992384
SC,4209805.0,LEOBERTO LEAL,11943.27,1.027164,0.974765
SC,4209854.0,LINDOIA DO SUL,9874.01,1.029146,0.971128
SC,4209904.0,LONTRAS,7708.39,1.03122,0.966073
SC,4210001.0,LUIZ ALVES,9003.93,1.029979,0.964609
SC,4210035.0,LUZERNA,10144.41,1.028887,0.9537
SC,4210050.0,MACIEIRA,14176.37,1.025026,0.985514
SC,4210100.0,MAFRA,9746.1,1.029268,0.967432
SC,4210209.0,MAJOR GERCINO,12245.8,1.026874,0.972779
SC,4210308.0,MAJOR VIEIRA,10268.69,1.028768,0.992925
SC,4210407.0,MARACAJA,7618.6,1.031306,0.981939
SC,4210506.0,MARAVILHA,9087.57,1.029899,0.970497
SC,4210555.0,MAREMA,14620.78,1.0246,0.971622
SC,4210605.0,MASSARANDUBA,9448.76,1.029553,0.960673
SC,4210704.0,MATOS COSTA,10706.4,1.028349,0.991861
SC,4210803.0,MELEIRO,9780.96,1.029235,0.968282
SC,4210852.0,MIRIM DOCE,11123.93,1.027949,0.973071
SC,4210902.0,MODELO,11352.14,1.02773,0.968792
SC,4211009.0,MONDAI,10660.62,1.028393,0.973079
SC,4211058.0,MONTE CARLO,8887.54,1.030091,0.987739
SC,4211108.0,MONTE CASTELO,10711.72,1.028344,0.991233
SC,4211207.0,MORRO DA FUMACA,9483.13,1.02952,0.972735
SC,4211256.0,MORRO GRANDE,10737.19,1.028319,0.971473
SC,4211405.0,NOVA ERECHIM,10862.26,1.028199,0.969102
SC,4211454.0,NOVA ITABERABA,11767.35,1.027333,0.974302
SC,4211504.0,NOVA TRENTO,8679.85,1.030289,0.969221
SC,4211603.0,NOVA VENEZA,9692.98,1.029319,0.969762
SC,4211652.0,NOVO HORIZONTE,14031.68,1.025164,0.979276
SC,4211702.0,ORLEANS,10829.78,1.028231,0.970554
SC,4211751.0,OTACILIO COSTA,9855.72,1.029163,0.967295
SC,4211801.0,OURO,10325.28,1.028714,0.969918
SC,4211850.0,OURO VERDE,13512.77,1.025661,0.982942
SC,4211876.0,PAIAL,10864.71,1.028197,0.986581
SC,4211900.0,PALHOCA,11104.25,1.027968,0.978335
SC,4212007.0,PALMA SOLA,8960.08,1.030021,0.985018
SC,4212056.0,PALMEIRA,11722.39,1.027376,0.979307
SC,4212106.0,PALMITOS,9741.53,1.029273,0.975362
SC,4212205.0,PAPANDUVA,9228.0,1.029765,0.986894
SC,4212239.0,PARAISO,11237.7,1.02784,0.976529
SC,4212254.0,PASSO DE TORRES,8211.48,1.030738,0.988699
SC,4212270.0,PASSOS MAIA,9230.96,1.029762,0.994185
SC,4212304.0,PAULO LOPES,8961.34,1.03002,0.97602
SC,4212403.0,PEDRAS GRANDES,10921.48,1.028143,0.972328
SC,4212502.0,PENHA,9718.28,1.029295,0.974265
SC,4212601.0,PERITIBA,9659.28,1.029352,0.966171
SC,4212650.0,PESCARIA BRAVA,8327.19,1.030627,0.978503
SC,4212700.0,PETROLANDIA,9079.25,1.029907,0.970242
SC,4212809.0,BALNEARIO PICARRAS,11511.36,1.027578,0.97631
SC,4212908.0,PINHALZINHO,9299.35,1.029696,0.970795
SC,4213005.0,PINHEIRO PRETO,10734.24,1.028322,0.97404
SC,4213104.0,PIRATUBA,11646.28,1.027449,0.968237
SC,4213153.0,PLANALTO ALEGRE,10330.15,1.028709,0.975001
SC,4213203.0,POMERODE,10145.62,1.028886,0.960175
SC,4213302.0,PONTE ALTA,11217.48,1.027859,0.985275
SC,4213351.0,PONTE ALTA DO NORTE,9271.27,1.029723,0.984563
SC,4213401.0,PONTE SERRADA,8719.17,1.030252,0.985579
SC,4213500.0,PORTO BELO,9692.48,1.02932,0.980141
SC,4213609.0,PORTO UNIAO,10214.65,1.02882,0.981703
SC,4213708.0,POUSO REDONDO,9064.26,1.029921,0.971181
SC,4213807.0,PRAIA GRANDE,9456.76,1.029545,0.985988
SC,4213906.0,PRESIDENTE CASTELLO BRANCO,13477.77,1.025695,0.968462
SC,4214003.0,PRESIDENTE GETULIO,8788.38,1.030186,0.967752
SC,4214102.0,PRESIDENTE NEREU,11331.04,1.027751,0.979749
SC,4214151.0,PRINCESA,10882.32,1.02818,0.975999
SC,4214201.0,QUILOMBO,9224.99,1.029767,0.970642
SC,4214300.0,RANCHO QUEIMADO,12052.58,1.02706,0.965681
SC,4214409.0,RIO DAS ANTAS,9288.02,1.029707,0.983586
SC,4214508.0,RIO DO CAMPO,10375.72,1.028665,0.971903
SC,4214607.0,RIO DO OESTE,9685.49,1.029326,0.968916
SC,4214706.0,RIO DOS CEDROS,7298.9,1.031612,0.962697
SC,4214805.0,RIO DO SUL,10575.03,1.028475,0.967811
SC,4214904.0,RIO FORTUNA,9870.14,1.02915,0.95
SC,4215000.0,RIO NEGRINHO,9556.95,1.02945,0.975716
SC,4215059.0,RIO RUFINO,12551.43,1.026582,0.984138
SC,4215075.0,RIQUEZA,10361.27,1.028679,0.982244
SC,4215109.0,RODEIO,9022.72,1.029961,0.956415
SC,4215208.0,ROMELANDIA,11376.77,1.027707,0.984903
SC,4215307.0,SALETE,9832.87,1.029185,0.96781
SC,4215356.0,SALTINHO,11501.49,1.027587,0.990222
SC,4215406.0,SALTO VELOSO,9871.32,1.029148,0.968642
SC,4215505.0,SANTA CECILIA,10181.82,1.028851,0.987926
SC,4215554.0,SANTA HELENA,10809.07,1.02825,0.970776
SC,4215604.0,SANTA ROSA DE LIMA,10672.35,1.028381,0.966286
SC,4215653.0,SANTA ROSA DO SUL,8878.32,1.030099,0.986646
SC,4215679.0,SANTA TEREZINHA,9726.92,1.029287,0.987611
SC,4215687.0,SANTA TEREZINHA DO PROGRESSO,13008.37,1.026144,0.988185
SC,4215695.0,SANTIAGO DO SUL,13460.99,1.025711,0.980869
SC,4215703.0,SANTO AMARO DA IMPERATRIZ,9271.19,1.029723,0.969305
SC,4215752.0,SAO BERNARDINO,10914.82,1.028149,0.989365
SC,4215802.0,SAO BENTO DO SUL,9387.09,1.029612,0.96955
SC,4215901.0,SAO BONIFACIO,16812.16,1.022501,0.969292
SC,4216008.0,SAO CARLOS,10689.04,1.028365,0.972138
SC,4216057.0,SAO CRISTOVAO DO SUL,10459.67,1.028585,0.98617
SC,4216107.0,SAO DOMINGOS,9567.04,1.02944,0.982787
SC,4216206.0,SAO FRANCISCO DO SUL,14653.57,1.024569,0.979383
SC,4216255.0,SAO JOAO DO OESTE,11030.37,1.028038,0.954295
SC,4216354.0,SAO JOAO DO ITAPERIU,9374.33,1.029624,0.973956
SC,4216404.0,SAO JOAO DO SUL,7678.28,1.031249,0.986903
SC,4216503.0,SAO JOAQUIM,9420.2,1.02958,0.986338
SC,4216602.0,SAO JOSE,10880.76,1.028182,0.977325
SC,4216701.0,SAO JOSE DO CEDRO,9408.48,1.029592,0.970557
SC,4216800.0,SAO JOSE DO CERRITO,9720.38,1.029293,0.996128
SC,4216909.0,SAO LOURENCO DO OESTE,9494.76,1.029509,0.970709
SC,4217006.0,SAO LUDGERO,8831.33,1.030144,0.968126
SC,4217105.0,SAO MARTINHO,9797.44,1.029219,0.955694
SC,4217154.0,SAO MIGUEL DA BOA VISTA,13466.18,1.025706,0.972868
SC,4217204.0,SAO MIGUEL DO OESTE,9427.22,1.029574,0.966522
SC,4217253.0,SAO PEDRO DE ALCANTARA,11025.65,1.028043,0.953214
SC,4217303.0,SAUDADES,8515.06,1.030447,0.969087
SC,4217402.0,SCHROEDER,8794.46,1.03018,0.966372
SC,4217501.0,SEARA,9524.62,1.02948,0.971534
SC,4217550.0,SERRA ALTA,10725.98,1.02833,0.96907
SC,4217600.0,SIDEROPOLIS,9537.79,1.029468,0.970909
SC,4217709.0,SOMBRIO,8564.2,1.0304,0.980858
SC,4217758.0,SUL BRASIL,11676.39,1.02742,0.982326
SC,4217808.0,TAIO,9220.67,1.029772,0.96895
SC,4217907.0,TANGARA,10016.33,1.02901,0.973509
SC,4217956.0,TIGRINHOS,10303.53,1.028735,0.986711
SC,4218004.0,TIJUCAS,8296.88,1.030656,0.975177
SC,4218103.0,TIMBE DO SUL,11268.32,1.027811,0.984754
SC,4218251.0,TIMBO GRANDE,9436.77,1.029565,1.001487
SC,4218301.0,TRES BARRAS,8473.04,1.030488,0.986419
SC,4218350.0,TREVISO,11893.08,1.027212,0.966315
SC,4218400.0,TREZE DE MAIO,8270.81,1.030681,0.971985
SC,4218509.0,TREZE TILIAS,9537.77,1.029468,0.961679
SC,4218608.0,TROMBUDO CENTRAL,9061.65,1.029924,0.970077
SC,4218707.0,TUBARAO,13011.45,1.026141,0.96769
SC,4218756.0,TUNAPOLIS,11073.84,1.027997,0.968318
SC,4218806.0,TURVO,10166.47,1.028866,0.975157
SC,4218855.0,UNIAO DO OESTE,10667.1,1.028386,0.972739
SC,4218905.0,URUBICI,10049.43,1.028978,0.978387
SC,4218954.0,URUPEMA,12386.43,1.02674,0.984473
SC,4219002.0,URUSSANGA,10795.47,1.028263,0.967323
SC,4219101.0,VARGEAO,10489.26,1.028557,0.975759
SC,4219150.0,VARGEM,12389.61,1.026737,0.983335
SC,4219176.0,VARGEM BONITA,13270.42,1.025893,0.975168
SC,4219200.0,VIDAL RAMOS,11626.0,1.027468,0.96984
SC,4219309.0,VIDEIRA,9380.15,1.029619,0.971771
SC,4219358.0,VITOR MEIRELES,9669.32,1.029342,0.97591
SC,4219408.0,WITMARSUM,8993.29,1.029989,0.964197
SC,4219507.0,XANXERE,10768.77,1.028289,0.977584
SC,4219606.0,XAVANTINA,14708.87,1.024516,0.969621
SC,4219705.0,XAXIM,8889.21,1.030089,0.969985
SC,4219853.0,ZORTEA,8981.92,1.03,0.974821
SC,4220000.0,BALNEARIO RINCAO,8786.72,1.030187,0.9796
SE,28.0,GOVERNO DO ESTADO,12320.44,1.026803,1.020424
SE,2800100.0,AMPARO DE SAO FRANCISCO,9104.63,1.029883,1.021614
SE,2800209.0,AQUIDABA,7574.05,1.031348,1.034144
SE,2800308.0,ARACAJU,15092.16,1.024149,1.013917
SE,2800407.0,ARAUA,7886.16,1.03105,1.030665
SE,2800506.0,AREIA BRANCA,7664.22,1.031262,1.023334
SE,2800605.0,BARRA DOS COQUEIROS,10987.81,1.028079,1.016616
SE,2800670.0,BOQUIM,8517.61,1.030445,1.022853
SE,2800704.0,BREJO GRANDE,9658.82,1.029352,1.031238
SE,2801009.0,CAMPO DO BRITO,8064.66,1.030879,1.02433
SE,2801108.0,CANHOBA,7247.16,1.031662,1.03193
SE,2801207.0,CANINDE DE SAO FRANCISCO,8355.06,1.030601,1.024258
SE,2801306.0,CAPELA,7558.35,1.031363,1.029812
SE,2801405.0,CARIRA,7136.12,1.031768,1.024315
SE,2801504.0,CARMOPOLIS,10387.97,1.028654,1.017126
SE,2801603.0,CEDRO DE SAO JOAO,8629.97,1.030337,1.021001
SE,2801702.0,CRISTINAPOLIS,7552.14,1.031369,1.029635
SE,2801900.0,CUMBE,10673.0,1.028381,1.030049
SE,2802007.0,DIVINA PASTORA,8951.94,1.030029,1.020718
SE,2802106.0,ESTANCIA,8954.24,1.030027,1.01995
SE,2802205.0,FEIRA NOVA,8941.61,1.030039,1.029911
SE,2802403.0,GARARU,7989.38,1.030951,1.035806
SE,2802502.0,GENERAL MAYNARD,13797.69,1.025388,1.017398
SE,2802601.0,GRACHO CARDOSO,9195.86,1.029795,1.030676
SE,2802700.0,ILHA DAS FLORES,6524.26,1.032354,1.031196
SE,2802809.0,INDIAROBA,9236.1,1.029757,1.031655
SE,2802908.0,ITABAIANA,8582.51,1.030383,1.02002
SE,2803005.0,ITABAIANINHA,7797.53,1.031134,1.032458
SE,2803104.0,ITABI,10079.28,1.028949,1.030312
SE,2803203.0,ITAPORANGA DAJUDA,7835.77,1.031098,1.026034
SE,2803302.0,JAPARATUBA,8301.46,1.030652,1.020661
SE,2803401.0,JAPOATA,8395.99,1.030561,1.026196
SE,2803500.0,LAGARTO,8098.37,1.030846,1.021159
SE,2803609.0,LARANJEIRAS,5876.01,1.032975,1.022269
SE,2803708.0,MACAMBIRA,7936.94,1.031001,1.030911
SE,2803807.0,MALHADA DOS BOIS,7201.72,1.031705,1.022989
SE,2803906.0,MALHADOR,7288.7,1.031622,1.021439
SE,2804003.0,MARUIM,8933.03,1.030047,1.0201
SE,2804102.0,MOITA BONITA,6735.52,1.032152,1.020242
SE,2804201.0,MONTE ALEGRE DE SERGIPE,6457.68,1.032418,1.031647
SE,2804300.0,MURIBECA,9978.3,1.029046,1.027959
SE,2804409.0,NEOPOLIS,8135.04,1.030811,1.026513
SE,2804458.0,NOSSA SENHORA APARECIDA,8571.53,1.030393,1.024007
SE,2804508.0,NOSSA SENHORA DA GLORIA,7402.91,1.031512,1.022395
SE,2804607.0,NOSSA SENHORA DAS DORES,7286.83,1.031624,1.028529
SE,2804706.0,NOSSA SENHORA DE LOURDES,8727.2,1.030244,1.029473
SE,2804805.0,NOSSA SENHORA DO SOCORRO,8170.0,1.030778,1.015204
SE,2804904.0,PACATUBA,8744.0,1.030228,1.035929
SE,2805000.0,PEDRA MOLE,9174.13,1.029816,1.027244
SE,2805109.0,PEDRINHAS,5734.56,1.03311,1.02645
SE,2805208.0,PINHAO,8924.74,1.030055,1.029984
SE,2805307.0,PIRAMBU,8144.21,1.030802,1.022554
SE,2805406.0,POCO REDONDO,8356.94,1.030599,1.031283
SE,2805505.0,POCO VERDE,8919.18,1.03006,1.027047
SE,2805604.0,PORTO DA FOLHA,8266.62,1.030685,1.034188
SE,2805703.0,PROPRIA,9751.35,1.029263,1.025771
SE,2805802.0,RIACHAO DO DANTAS,8013.48,1.030928,1.034644
SE,2805901.0,RIACHUELO,9816.21,1.029201,1.020103
SE,2806008.0,RIBEIROPOLIS,8058.41,1.030885,1.020525
SE,2806206.0,SALGADO,7913.63,1.031023,1.027611
SE,2806305.0,SANTA LUZIA DO ITANHY,7932.59,1.031005,1.029579
SE,2806404.0,SANTANA DO SAO FRANCISCO,8076.7,1.030867,1.0252
SE,2806503.0,SANTA ROSA DE LIMA,9180.73,1.02981,1.028404
SE,2806602.0,SANTO AMARO DAS BROTAS,7209.92,1.031697,1.021289
SE,2806701.0,SAO CRISTOVAO,7958.28,1.030981,1.019818
SE,2806800.0,SAO DOMINGOS,7949.37,1.030989,1.025142
SE,2807006.0,SAO MIGUEL DO ALEIXO,9598.14,1.02941,1.026896
SE,2807105.0,SIMAO DIAS,8158.9,1.030788,1.027768
SE,2807204.0,SIRIRI,9925.9,1.029096,1.02659
SE,2807303.0,TELHA,8941.71,1.030039,1.030483
SE,2807402.0,TOBIAS BARRETO,7751.22,1.031179,1.026842
SE,2807501.0,TOMAR DO GERU,7722.19,1.031207,1.032253
SE,2807600.0,UMBAUBA,7015.1,1.031884,1.026188
SP,35.0,GOVERNO DO ESTADO,12456.6,1.026673,0.984406
SP,3500105.0,ADAMANTINA,13132.76,1.026025,0.975852
SP,3500204.0,ADOLFO,10714.72,1.028341,0.988497
SP,3500303.0,AGUAI,10080.74,1.028948,0.988492
SP,3500402.0,AGUAS DA PRATA,11586.91,1.027505,0.981289
SP,3500501.0,AGUAS DE LINDOIA,11935.24,1.027172,0.972287
SP,3500550.0,AGUAS DE SANTA BARBARA,14289.62,1.024917,0.970864
SP,3500600.0,AGUAS DE SAO PEDRO,11948.46,1.027159,0.958198
SP,3500758.0,ALAMBARI,11223.08,1.027854,0.984817
SP,3500808.0,ALFREDO MARCONDES,11009.25,1.028059,0.983543
SP,3500907.0,ALTAIR,12169.73,1.026947,0.98755
SP,3501004.0,ALTINOPOLIS,9895.17,1.029126,0.98263
SP,3501152.0,ALUMINIO,11370.26,1.027713,0.978127
SP,3501202.0,ALVARES FLORENCE,12878.29,1.026269,0.983974
SP,3501301.0,ALVARES MACHADO,9542.63,1.029463,0.982063
SP,3501400.0,ALVARO DE CARVALHO,12339.46,1.026785,0.996365
SP,3501509.0,ALVINLANDIA,10835.66,1.028225,0.984152
SP,3501608.0,AMERICANA,13878.98,1.02531,0.967126
SP,3501707.0,AMERICO BRASILIENSE,9540.07,1.029466,0.984531
SP,3501806.0,AMERICO DE CAMPOS,10625.35,1.028426,0.98079
SP,3501905.0,AMPARO,13201.0,1.02596,0.975422
SP,3502002.0,ANALANDIA,10979.3,1.028087,0.974527
SP,3502101.0,ANDRADINA,11195.86,1.02788,0.982241
SP,3502200.0,ANGATUBA,9095.97,1.029891,0.982646
SP,3502309.0,ANHEMBI,10465.04,1.02858,0.985846
SP,3502408.0,ANHUMAS,11398.63,1.027686,0.988985
SP,3502507.0,APARECIDA,10657.29,1.028396,0.982002
SP,3502606.0,APARECIDA DOESTE,12099.83,1.027014,0.98466
SP,3502705.0,APIAI,9301.02,1.029695,0.992827
SP,3502754.0,ARACARIGUAMA,11306.8,1.027774,0.987774
SP,3502804.0,ARACATUBA,10964.77,1.028101,0.980019
SP,3502903.0,ARACOIABA DA SERRA,10319.79,1.028719,0.979893
SP,3503000.0,ARAMINA,12125.42,1.02699,0.985512
SP,3503109.0,ARANDU,13558.11,1.025618,0.985473
SP,3503158.0,ARAPEI,16650.06,1.022657,0.993145
SP,3503208.0,ARARAQUARA,11796.46,1.027305,0.977948
SP,3503307.0,ARARAS,9820.52,1.029197,0.976454
SP,3503356.0,ARCO-IRIS,13985.36,1.025209,0.984176
SP,3503406.0,AREALVA,11107.42,1.027965,0.98331
SP,3503505.0,AREIAS,14360.85,1.024849,0.996215
SP,3503604.0,AREIOPOLIS,8985.61,1.029997,0.988
SP,3503703.0,ARIRANHA,12817.38,1.026327,0.981317
SP,3503802.0,ARTUR NOGUEIRA,9810.55,1.029207,0.981523
SP,3503901.0,ARUJA,11036.72,1.028032,0.98199
SP,3503950.0,ASPASIA,15447.83,1.023808,0.977292
SP,3504008.0,ASSIS,10920.97,1.028143,0.976355
SP,3504107.0,ATIBAIA,12388.96,1.026737,0.9787
SP,3504206.0,AURIFLAMA,11529.01,1.027561,0.984695
SP,3504305.0,AVAI,12109.59,1.027005,0.987621
SP,3504404.0,AVANHANDAVA,10419.09,1.028624,0.990475
SP,3504503.0,AVARE,11202.49,1.027874,0.981799
SP,3504602.0,BADY BASSITT,0.0,0.965,0.972725
SP,3504701.0,BALBINOS,17139.42,1.022188,0.986605
SP,3504800.0,BALSAMO,10463.5,1.028581,0.978169
SP,3504909.0,BANANAL,10774.23,1.028284,0.993324
SP,3505005.0,BARAO DE ANTONINA,11549.39,1.027541,0.986143
SP,3505203.0,BARIRI,10114.17,1.028916,0.979583
SP,3505302.0,BARRA BONITA,13816.88,1.02537,0.97926
SP,3505351.0,BARRA DO CHAPEU,8554.17,1.03041,1.005417
SP,3505401.0,BARRA DO TURVO,13058.63,1.026096,1.004125
SP,3505500.0,BARRETOS,10698.46,1.028356,0.98423
SP,3505609.0,BARRINHA,9168.98,1.029821,0.991906
SP,3505708.0,BARUERI,18099.62,1.021268,0.976719
SP,3505807.0,BASTOS,6866.96,1.032026,0.98297
SP,3505906.0,BATATAIS,10759.6,1.028298,0.983588
SP,3506003.0,BAURU,12757.23,1.026385,0.974895
SP,3506102.0,BEBEDOURO,11338.77,1.027743,0.98037
SP,3506201.0,BENTO DE ABREU,14604.27,1.024616,0.98624
SP,3506359.0,BERTIOGA,17399.6,1.021939,0.995491
SP,3506409.0,BILAC,10967.4,1.028099,0.97876
SP,3506508.0,BIRIGUI,10714.86,1.028341,0.982074
SP,3506607.0,BIRITIBA MIRIM,9813.56,1.029204,0.987098
SP,3506706.0,BOA ESPERANCA DO SUL,9811.04,1.029206,0.989565
SP,3506805.0,BOCAINA,12469.84,1.02666,0.980097
SP,3506904.0,BOFETE,11639.83,1.027455,0.985196
SP,3507001.0,BOITUVA,9654.66,1.029356,0.97869
SP,3507100.0,BOM JESUS DOS PERDOES,0.0,0.965,0.985338
SP,3507159.0,BOM SUCESSO DE ITARARE,10086.44,1.028942,1.003114
SP,3507209.0,BORA,18339.44,1.021039,0.980898
SP,3507308.0,BORACEIA,9926.99,1.029095,0.985868
SP,3507456.0,BOREBI,11553.57,1.027537,0.985165
SP,3507605.0,BRAGANCA PAULISTA,11764.82,1.027335,0.981103
SP,3507704.0,BRAUNA,9891.66,1.029129,0.991988
SP,3507753.0,BREJO ALEGRE,11946.9,1.027161,0.989078
SP,3507803.0,BRODOWSKY,10225.01,1.02881,0.976854
SP,3507902.0,BROTAS,11597.05,1.027496,0.979569
SP,3508009.0,BURI,9304.63,1.029691,0.993482
SP,3508108.0,BURITAMA,11239.38,1.027838,0.985495
SP,3508207.0,BURITIZAL,12484.3,1.026646,0.981382
SP,3508306.0,CABRALIA PAULISTA,10683.28,1.028371,0.98773
SP,3508405.0,CABREUVA,11045.11,1.028024,0.985083
SP,3508504.0,CACAPAVA,10717.61,1.028338,0.982468
SP,3508603.0,CACHOEIRA PAULISTA,10997.48,1.02807,0.987238
SP,3508702.0,CACONDE,10291.23,1.028746,0.986163
SP,3508801.0,CAFELANDIA,10321.88,1.028717,0.985594
SP,3508900.0,CAIABU,13019.01,1.026134,0.987287
SP,3509007.0,CAIEIRAS,11434.69,1.027651,0.982564
SP,3509106.0,CAIUA,14459.32,1.024755,0.991795
SP,3509205.0,CAJAMAR,12596.81,1.026538,0.985501
SP,3509254.0,CAJATI,11268.24,1.027811,0.994645
SP,3509304.0,CAJOBI,9461.27,1.029541,0.982883
