UF,Codigo_IBGE,Ente_Federado,VAAT,Ponderador_DRec,Ponderador_NSE
RS,4305959.0,COTIPORA,11838.58,1.027264,0.963306
RS,4305975.0,COXILHA,11408.45,1.027676,0.973942
RS,4306007.0,CRISSIUMAL,9437.74,1.029564,0.975537
RS,4306056.0,CRISTAL,9962.49,1.029061,0.993296
RS,4306072.0,CRISTAL DO SUL,13882.04,1.025308,0.998427
RS,4306106.0,CRUZ ALTA,10990.09,1.028077,0.982197
RS,4306130.0,CRUZALTENSE,15626.59,1.023637,0.97835
RS,4306205.0,CRUZEIRO DO SUL,8988.56,1.029994,0.96897
RS,4306320.0,DERRUBADAS,11228.8,1.027848,0.985698
RS,4306353.0,DEZESSEIS DE NOVEMBRO,14539.76,1.024678,0.999667
RS,4306379.0,DILERMANDO DE AGUIAR,12453.75,1.026675,0.993446
RS,4306403.0,DOIS IRMAOS,8987.28,1.029995,0.971108
RS,4306429.0,DOIS IRMAOS DAS MISSOES,11982.8,1.027126,1.00175
RS,4306452.0,DOIS LAJEADOS,11862.57,1.027241,0.969314
RS,4306502.0,DOM FELICIANO,10628.16,1.028424,1.001197
RS,4306551.0,DOM PEDRO DE ALCANTARA,8917.03,1.030062,0.981819
RS,4306601.0,DOM PEDRITO,12040.04,1.027072,0.995487
RS,4306700.0,DONA FRANCISCA,15259.91,1.023988,0.985479
RS,4306734.0,DOUTOR MAURICIO CARDOSO,11386.97,1.027697,0.979728
RS,4306759.0,DOUTOR RICARDO,16528.83,1.022773,0.970514
RS,4306767.0,ELDORADO DO SUL,13156.54,1.026002,0.985801
RS,4306809.0,ENCANTADO,9661.4,1.029349,0.972948
RS,4306908.0,ENCRUZILHADA DO SUL,10800.19,1.028259,0.996589
RS,4306924.0,ENGENHO VELHO,14198.06,1.025005,0.997057
RS,4306932.0,ENTRE-IJUIS,11071.87,1.027999,0.982508
RS,4306957.0,ENTRE RIOS DO SUL,13404.13,1.025765,0.987516
RS,4306973.0,EREBANGO,13261.16,1.025902,0.982879
RS,4307005.0,ERECHIM,12899.34,1.026249,0.977438
RS,4307054.0,ERNESTINA,11574.52,1.027517,0.973054
RS,4307104.0,HERVAL,12506.01,1.026625,0.995687
RS,4307203.0,ERVAL GRANDE,10814.15,1.028246,0.990166
RS,4307401.0,ESMERALDA,12956.49,1.026194,0.989529
RS,4307450.0,ESPERANCA DO SUL,10098.54,1.028931,0.992312
RS,4307500.0,ESPUMOSO,10647.05,1.028406,0.978294
RS,4307559.0,ESTACAO,9737.25,1.029277,0.968803
RS,4307609.0,ESTANCIA VELHA,10123.82,1.028907,0.971914
RS,4307708.0,ESTEIO,10094.35,1.028935,0.978928
RS,4307807.0,ESTRELA,9236.83,1.029756,0.965269
RS,4307815.0,ESTRELA VELHA,12735.56,1.026405,0.987634
RS,4307831.0,EUGENIO DE CASTRO,13924.69,1.025267,0.982405
RS,4307864.0,FAGUNDES VARELA,13601.88,1.025576,0.964129
RS,4307906.0,FARROUPILHA,11286.99,1.027793,0.964958
RS,4308052.0,FAXINALZINHO,12011.15,1.027099,0.980895
RS,4308078.0,FAZENDA VILANOVA,9133.95,1.029855,0.978847
RS,4308102.0,FELIZ,10087.69,1.028941,0.965164
RS,4308201.0,FLORES DA CUNHA,12671.84,1.026466,0.963491
RS,4308250.0,FLORIANO PEIXOTO,15163.9,1.02408,0.980756
RS,4308300.0,FONTOURA XAVIER,10489.51,1.028556,0.997867
RS,4308409.0,FORMIGUEIRO,11144.57,1.027929,0.9849
RS,4308433.0,FORQUETINHA,10118.51,1.028912,0.957069
RS,4308458.0,FORTALEZA DOS VALOS,10822.32,1.028238,0.972073
RS,4308508.0,FREDERICO WESTPHALEN,10491.57,1.028554,0.979507
RS,4308607.0,GARIBALDI,12633.56,1.026503,0.96663
RS,4308656.0,GARRUCHOS,17856.6,1.021501,0.996041
RS,4308706.0,GAURAMA,11927.31,1.027179,0.972263
RS,4308805.0,GENERAL CAMARA,10602.03,1.028449,0.987454
RS,4308854.0,GENTIL,13736.22,1.025447,0.976234
RS,4308904.0,GETULIO VARGAS,10991.25,1.028076,0.970207
RS,4309001.0,GIRUA,10133.43,1.028897,0.987568
RS,4309050.0,GLORINHA,9813.43,1.029204,0.980168
RS,4309100.0,GRAMADO,15672.05,1.023593,0.969131
RS,4309126.0,GRAMADO DOS LOUREIROS,12592.87,1.026542,0.984065
RS,4309159.0,GRAMADO XAVIER,13485.95,1.025687,0.992671
RS,4309258.0,GUABIJU,22636.43,1.016924,0.971206
RS,4309308.0,GUAIBA,10878.29,1.028184,0.97885
RS,4309407.0,GUAPORE,10594.49,1.028456,0.96553
RS,4309506.0,GUARANI DAS MISSOES,10478.95,1.028567,0.980131
RS,4309555.0,HARMONIA,9913.38,1.029108,0.957427
RS,4309571.0,HERVEIRAS,12301.42,1.026821,0.9968
RS,4309605.0,HORIZONTINA,10915.81,1.028148,0.968906
RS,4309654.0,HULHA NEGRA,10790.83,1.028268,0.994435
RS,4309704.0,HUMAITA,10317.26,1.028721,0.973447
RS,4309753.0,IBARAMA,11345.43,1.027737,0.992112
RS,4309803.0,IBIACA,12751.36,1.02639,0.97507
RS,4309902.0,IBIRAIARAS,10567.36,1.028482,0.973987
RS,4309951.0,IBIRAPUITA,9936.09,1.029086,0.988859
RS,4310009.0,IBIRUBA,11374.12,1.027709,0.96864
RS,4310108.0,IGREJINHA,9125.52,1.029863,0.984069
RS,4310207.0,IJUI,10949.61,1.028116,0.974937
RS,4310306.0,ILOPOLIS,10736.13,1.02832,0.969669
RS,4310330.0,IMBE,11118.22,1.027954,0.976635
RS,4310363.0,IMIGRANTE,12080.86,1.027032,0.963586
RS,4310405.0,INDEPENDENCIA,9798.4,1.029218,0.987806
RS,4310413.0,INHACORA,10458.42,1.028586,0.995181
RS,4310439.0,IPE,11012.5,1.028056,0.97067
RS,4310462.0,IPIRANGA DO SUL,12889.68,1.026258,0.965112
RS,4310504.0,IRAI,8578.93,1.030386,0.990855
RS,4310538.0,ITAARA,11973.1,1.027136,0.981203
RS,4310553.0,ITACURUBI,11323.49,1.027758,1.000177
RS,4310579.0,ITAPUCA,10117.07,1.028913,0.988485
RS,4310603.0,ITAQUI,10878.74,1.028184,0.995207
RS,4310652.0,ITATI,12034.41,1.027077,0.986108
RS,4310702.0,ITATIBA DO SUL,11942.57,1.027165,0.995435
RS,4310751.0,IVORA,0.0,0.965,0.979669
RS,4310801.0,IVOTI,10625.06,1.028427,0.9618
RS,4310850.0,JABOTICABA,11989.46,1.02712,0.993926
RS,4310876.0,JACUIZINHO,12002.37,1.027108,0.990144
RS,4310900.0,JACUTINGA,11775.48,1.027325,0.977736
RS,4311007.0,JAGUARAO,10861.77,1.0282,0.993882
RS,4311106.0,JAGUARI,10771.87,1.028286,0.981263
RS,4311122.0,JAQUIRANA,15215.7,1.02403,0.988099
RS,4311130.0,JARI,12189.8,1.026928,0.996293
RS,4311155.0,JOIA,13045.06,1.026109,0.986953
RS,4311205.0,JULIO DE CASTILHOS,11160.55,1.027914,0.98577
RS,4311239.0,LAGOA BONITA DO SUL,13079.5,1.026076,0.989042
RS,4311254.0,LAGOAO,10169.47,1.028863,1.00737
RS,4311270.0,LAGOA DOS TRES CANTOS,16794.4,1.022518,0.955286
RS,4311304.0,LAGOA VERMELHA,11352.84,1.02773,0.98674
RS,4311403.0,LAJEADO,10841.1,1.02822,0.965266
RS,4311429.0,LAJEADO DO BUGRE,11571.56,1.02752,1.000006
RS,4311502.0,LAVRAS DO SUL,12938.64,1.026211,0.988491
RS,4311601.0,LIBERATO SALZANO,11631.28,1.027463,0.997488
RS,4311627.0,LINDOLFO COLLOR,8565.91,1.030399,0.975352
RS,4311643.0,LINHA NOVA,14939.37,1.024295,0.970578
RS,4311700.0,MACHADINHO,10392.62,1.028649,0.986733
RS,4311718.0,MACAMBARA,12343.77,1.026781,0.996214
RS,4311734.0,MAMPITUBA,10123.18,1.028907,0.987815
RS,4311759.0,MANOEL VIANA,12819.33,1.026325,0.991287
RS,4311775.0,MAQUINE,10004.7,1.029021,0.98747
RS,4311809.0,MARAU,9917.13,1.029105,0.972044
RS,4311908.0,MARCELINO RAMOS,7768.1,1.031163,0.972145
RS,4311981.0,MARIANA PIMENTEL,10654.67,1.028398,0.988423
RS,4312005.0,MARIANO MORO,11315.63,1.027765,0.980973
RS,4312054.0,MARQUES DE SOUZA,12908.43,1.02624,0.961466
RS,4312104.0,MATA,11198.99,1.027877,0.992325
RS,4312138.0,MATO CASTELHANO,10330.89,1.028708,0.971163
RS,4312153.0,MATO LEITAO,10379.1,1.028662,0.973708
RS,4312179.0,MATO QUEIMADO,13425.6,1.025745,0.970564
RS,4312203.0,MAXIMILIANO DE ALMEIDA,10350.92,1.028689,0.985774
RS,4312252.0,MINAS DO LEAO,11344.56,1.027738,0.982008
RS,4312302.0,MIRAGUAI,9708.67,1.029304,0.999544
RS,4312351.0,MONTAURI,15616.37,1.023647,0.964715
RS,4312377.0,MONTE ALEGRE DOS CAMPOS,9792.2,1.029224,0.989772
RS,4312385.0,MONTE BELO DO SUL,12207.18,1.026911,0.956522
RS,4312401.0,MONTENEGRO,10694.35,1.02836,0.97508
RS,4312427.0,MORMACO,10808.65,1.028251,0.996547
RS,4312443.0,MORRINHOS DO SUL,11013.43,1.028055,0.982163
RS,4312450.0,MORRO REDONDO,10648.95,1.028404,0.982182
RS,4312476.0,MORRO REUTER,8515.67,1.030447,0.965738
RS,4312500.0,MOSTARDAS,9735.79,1.029278,0.988804
RS,4312609.0,MUCUM,10801.76,1.028257,0.9716
RS,4312625.0,MULITERNO,24958.78,1.0147,0.986663
RS,4312658.0,NAO-ME-TOQUE,10718.82,1.028337,0.970962
RS,4312708.0,NONOAI,10050.74,1.028977,0.988277
RS,4312757.0,NOVA ALVORADA,12104.65,1.02701,0.971679
RS,4312906.0,NOVA BASSANO,10004.86,1.029021,0.961635
RS,4312955.0,NOVA BOA VISTA,11804.89,1.027297,0.964193
RS,4313003.0,NOVA BRESCIA,12255.04,1.026866,0.962637
RS,4313011.0,NOVA CANDELARIA,11828.89,1.027274,0.967056
RS,4313086.0,NOVA PADUA,12146.16,1.02697,0.956337
RS,4313102.0,NOVA PALMA,14829.61,1.0244,0.976434
RS,4313300.0,NOVA PRATA,11424.61,1.027661,0.969735
RS,4313334.0,NOVA RAMADA,12688.84,1.02645,0.973567
RS,4313359.0,NOVA ROMA DO SUL,12557.57,1.026576,0.958152
RS,4313375.0,NOVA SANTA RITA,10516.57,1.028531,0.978313
RS,4313391.0,NOVO CABRAIS,10518.78,1.028528,0.985548
RS,4313409.0,NOVO HAMBURGO,11063.02,1.028007,0.980845
RS,4313441.0,NOVO TIRADENTES,10886.85,1.028176,0.995093
RS,4313466.0,NOVO XINGU,12744.68,1.026397,0.981733
RS,4313490.0,NOVO BARREIRO,9927.69,1.029094,0.985618
RS,4313508.0,OSORIO,13571.6,1.025605,0.975021
RS,4313607.0,PAIM FILHO,10385.1,1.028656,0.979997
RS,4313656.0,PALMARES DO SUL,10753.62,1.028303,0.985019
RS,4313706.0,PALMEIRA DAS MISSOES,12488.41,1.026642,0.987519
RS,4313805.0,PALMITINHO,11215.48,1.027861,0.989654
RS,4313904.0,PANAMBI,10289.23,1.028748,0.974275
RS,4313953.0,PANTANO GRANDE,10251.16,1.028785,0.986808
RS,4314001.0,PARAI,9986.5,1.029038,0.970496
RS,4314027.0,PARAISO DO SUL,11091.4,1.02798,0.982821
RS,4314035.0,PARECI NOVO,10143.62,1.028888,0.9688
RS,4314050.0,PAROBE,9059.71,1.029926,0.985455
RS,4314068.0,PASSA SETE,10721.65,1.028334,0.999611
RS,4314076.0,PASSO DO SOBRADO,11384.12,1.0277,0.987924
RS,4314100.0,PASSO FUNDO,12690.72,1.026448,0.976141
RS,4314134.0,PAULO BENTO,11793.97,1.027307,0.970021
RS,4314159.0,PAVERAMA,9162.15,1.029828,0.97659
RS,4314175.0,PEDRAS ALTAS,14900.33,1.024332,0.992012
RS,4314209.0,PEDRO OSORIO,0.0,0.965,0.996513
RS,4314308.0,PEJUCARA,11521.98,1.027568,0.970306
RS,4314407.0,PELOTAS,11224.11,1.027853,0.984869
RS,4314423.0,PICADA CAFE,10280.38,1.028757,0.957528
RS,4314456.0,PINHAL,10526.3,1.028521,0.990524
RS,4314464.0,PINHAL DA SERRA,13116.67,1.02604,0.991998
RS,4314472.0,PINHAL GRANDE,13622.67,1.025556,0.994142
RS,4314498.0,PINHEIRINHO DO VALE,10336.29,1.028703,0.987471
RS,4314506.0,PINHEIRO MACHADO,11156.99,1.027917,0.99009
RS,4314548.0,PINTO BANDEIRA,14451.21,1.024762,0.966421
RS,4314555.0,PIRAPO,15635.95,1.023628,0.994271
RS,4314605.0,PIRATINI,12208.05,1.026911,0.99719
RS,4314704.0,PLANALTO,9798.69,1.029218,0.98734
RS,4314753.0,POCO DAS ANTAS,13942.08,1.02525,0.967561
RS,4314779.0,PONTAO,12317.24,1.026806,0.982604
RS,4314787.0,PONTE PRETA,17539.86,1.021805,0.980826
RS,4314803.0,PORTAO,10081.11,1.028948,0.977817
RS,4314902.0,PORTO ALEGRE,0.0,0.965,0.988077
RS,4315008.0,PORTO LUCENA,12974.58,1.026177,0.983879
RS,4315057.0,PORTO MAUA,13939.98,1.025252,0.992849
RS,4315073.0,PORTO VERA CRUZ,17465.6,1.021876,0.983869
RS,4315107.0,PORTO XAVIER,9069.47,1.029916,0.990035
RS,4315131.0,POUSO NOVO,14834.77,1.024395,0.98378
RS,4315149.0,PRESIDENTE LUCENA,9934.6,1.029088,0.968081
RS,4315156.0,PROGRESSO,11014.66,1.028054,0.977826
RS,4315172.0,PROTASIO ALVES,13788.78,1.025397,0.967854
RS,4315206.0,PUTINGA,12887.88,1.02626,0.977547
RS,4315305.0,QUARAI,8760.23,1.030212,0.991405
RS,4315313.0,QUATRO IRMAOS,15916.62,1.023359,0.981263
RS,4315321.0,QUEVEDOS,19827.26,1.019614,0.994931
RS,4315354.0,QUINZE DE NOVEMBRO,10658.52,1.028395,0.966092
RS,4315404.0,REDENTORA,10223.45,1.028811,1.006845
RS,4315453.0,RELVADO,13544.23,1.025631,0.971147
RS,4315503.0,RESTINGA SECA,10773.57,1.028284,0.985562
RS,4315552.0,RIO DOS INDIOS,11849.88,1.027254,0.986156
RS,4315602.0,RIO GRANDE,10733.39,1.028323,0.985654
RS,4315701.0,RIO PARDO,10703.67,1.028351,0.990893
RS,4315750.0,RIOZINHO,9173.06,1.029817,0.986381
RS,4315800.0,ROCA SALES,10011.69,1.029014,0.976261
RS,4315909.0,RODEIO BONITO,10242.3,1.028793,0.98766
RS,4315958.0,ROLADOR,15676.79,1.023589,0.991189
RS,4316006.0,ROLANTE,8858.03,1.030119,0.987974
RS,4316105.0,RONDA ALTA,10707.33,1.028348,0.979912
RS,4316204.0,RONDINHA,11937.48,1.02717,0.971238
RS,4316303.0,ROQUE GONZALES,11658.62,1.027437,0.986643
RS,4316402.0,ROSARIO DO SUL,11196.52,1.027879,0.990548
RS,4316428.0,SAGRADA FAMILIA,11182.65,1.027893,0.994297
RS,4316436.0,SALDANHA MARINHO,12812.3,1.026332,0.971434
RS,4316451.0,SALTO DO JACUI,12218.66,1.0269,0.985692
RS,4316477.0,SALVADOR DAS MISSOES,12205.38,1.026913,0.968727
RS,4316501.0,SALVADOR DO SUL,10173.41,1.028859,0.964462
RS,4316600.0,SANANDUVA,10960.8,1.028105,0.972136
RS,4316709.0,SANTA BARBARA DO SUL,11587.88,1.027505,0.976373
RS,4316733.0,SANTA CECILIA DO SUL,13818.21,1.025369,0.972762
RS,4316758.0,SANTA CLARA DO SUL,10010.51,1.029015,0.958566
RS,4316808.0,SANTA CRUZ DO SUL,12064.92,1.027048,0.978452
RS,4316907.0,SANTA MARIA,12123.51,1.026992,0.982328
RS,4316956.0,SANTA MARIA DO HERVAL,10174.43,1.028858,0.959925
RS,4316972.0,SANTA MARGARIDA DO SUL,12433.18,1.026695,0.996583
RS,4317004.0,SANTANA DA BOA VISTA,11487.08,1.027601,1.001519
RS,4317103.0,SANTANA DO LIVRAMENTO,9390.94,1.029608,0.997121
RS,4317202.0,SANTA ROSA,10597.17,1.028453,0.973302
RS,4317251.0,SANTA TEREZA,15587.09,1.023675,0.959932
RS,4317301.0,SANTA VITORIA DO PALMAR,11267.17,1.027812,0.995949
RS,4317400.0,SANTIAGO,10550.01,1.028498,0.980681
RS,4317509.0,SANTO ANGELO,10913.97,1.02815,0.98761
RS,4317558.0,SANTO ANTONIO DO PALMA,12566.94,1.026567,0.971155
RS,4317608.0,SANTO ANTONIO DA PATRULHA,10438.39,1.028605,0.983875
RS,4317707.0,SANTO ANTONIO DAS MISSOES,10789.68,1.028269,0.99612
RS,4317756.0,SANTO ANTONIO DO PLANALTO,16350.92,1.022943,0.968749
RS,4317806.0,SANTO AUGUSTO,10747.07,1.02831,0.984896
RS,4317905.0,SANTO CRISTO,10749.02,1.028308,0.970044
RS,4318002.0,SAO BORJA,10289.17,1.028748,0.990169
RS,4318051.0,SAO DOMINGOS DO SUL,13135.32,1.026023,0.961679
RS,4318101.0,SAO FRANCISCO DE ASSIS,10949.11,1.028116,0.994651
RS,4318200.0,SAO FRANCISCO DE PAULA,12299.49,1.026823,0.98575
RS,4318309.0,SAO GABRIEL,10494.1,1.028552,0.989699
RS,4318408.0,SAO JERONIMO,11578.35,1.027514,0.990456
RS,4318424.0,SAO JOAO DA URTIGA,11620.7,1.027473,0.984525
RS,4318432.0,SAO JOAO DO POLESINE,15546.52,1.023713,0.968889
RS,4318440.0,SAO JORGE,13383.79,1.025785,0.967653
RS,4318457.0,SAO JOSE DAS MISSOES,11216.95,1.02786,0.994061
RS,4318465.0,SAO JOSE DO HERVAL,13742.32,1.025441,0.999268
RS,4318481.0,SAO JOSE DO HORTENCIO,9711.1,1.029302,0.958328
RS,4318499.0,SAO JOSE DO INHACORA,11193.01,1.027883,0.973998
RS,4318507.0,SAO JOSE DO NORTE,10016.76,1.029009,0.996721
RS,4318606.0,SAO JOSE DO OURO,10535.77,1.028512,0.978886
RS,4318614.0,SAO JOSE DO SUL,10613.69,1.028438,0.968324
RS,4318622.0,SAO JOSE DOS AUSENTES,11848.02,1.027255,0.984627
RS,4318705.0,SAO LEOPOLDO,11436.69,1.027649,0.980395
RS,4318804.0,SAO LOURENCO DO SUL,10208.4,1.028826,0.98482
RS,4318903.0,SAO LUIZ GONZAGA,10949.66,1.028116,0.991399
RS,4319000.0,SAO MARCOS,12014.23,1.027096,0.970472
RS,4319109.0,SAO MARTINHO,9747.48,1.029267,0.96625
RS,4319125.0,SAO MARTINHO DA SERRA,0.0,0.965,0.998272
RS,4319158.0,SAO MIGUEL DAS MISSOES,11682.82,1.027414,0.989836
RS,4319307.0,SAO PAULO DAS MISSOES,10384.73,1.028657,0.978126
RS,4319356.0,SAO PEDRO DA SERRA,8883.75,1.030094,0.963288
RS,4319364.0,SAO PEDRO DAS MISSOES,12763.36,1.026379,0.992515
RS,4319372.0,SAO PEDRO DO BUTIA,13769.67,1.025415,0.97185
RS,4319406.0,SAO PEDRO DO SUL,10328.03,1.028711,0.989343
RS,4319505.0,SAO SEBASTIAO DO CAI,10624.98,1.028427,0.980752
RS,4319604.0,SAO SEPE,10165.56,1.028867,0.98806
RS,4319703.0,SAO VALENTIM,10948.88,1.028117,0.980351
RS,4319711.0,SAO VALENTIM DO SUL,16549.53,1.022753,0.967729
RS,4319737.0,SAO VALERIO DO SUL,14555.56,1.024663,0.984112
RS,4319752.0,SAO VENDELINO,11877.26,1.027227,0.958411
RS,4319802.0,SAO VICENTE DO SUL,11553.84,1.027537,0.98618
RS,4319901.0,SAPIRANGA,9078.74,1.029907,0.985909
RS,4320008.0,SAPUCAIA DO SUL,10113.44,1.028917,0.981933
RS,4320107.0,SARANDI,9609.07,1.0294,0.982872
RS,4320206.0,SEBERI,9907.61,1.029114,0.989542
RS,4320230.0,SEDE NOVA,11729.05,1.027369,0.978106
RS,4320263.0,SEGREDO,11110.7,1.027962,0.993892
RS,4320305.0,SELBACH,12989.29,1.026162,0.965043
RS,4320321.0,SENADOR SALGADO FILHO,13242.6,1.02592,0.989379
RS,4320354.0,SENTINELA DO SUL,10425.41,1.028618,0.998524
RS,4320404.0,SERAFINA CORREA,9983.45,1.029041,0.969794
RS,4320453.0,SERIO,14627.87,1.024593,0.983988
RS,4320503.0,SERTAO,10879.79,1.028183,0.968912
RS,4320552.0,SERTAO SANTANA,10523.2,1.028524,0.98188
RS,4320578.0,SETE DE SETEMBRO,16022.81,1.023257,0.984411
RS,4320602.0,SEVERIANO DE ALMEIDA,13728.92,1.025454,0.982095
RS,4320651.0,SILVEIRA MARTINS,13010.21,1.026142,0.967868
RS,4320677.0,SINIMBU,10416.25,1.028627,0.99158
RS,4320701.0,SOBRADINHO,9561.9,1.029445,0.982819
RS,4320800.0,SOLEDADE,9777.44,1.029238,0.98782
RS,4320859.0,TABAI,10559.83,1.028489,0.985545
RS,4320909.0,TAPEJARA,9600.73,1.029408,0.97921
RS,4321006.0,TAPERA,11049.26,1.02802,0.98206
RS,4321105.0,TAPES,10749.09,1.028308,0.987192
RS,4321204.0,TAQUARA,9294.49,1.029701,0.985121
RS,4321303.0,TAQUARI,10036.62,1.02899,0.982318
RS,4321329.0,TAQUARUCU DO SUL,11108.82,1.027963,0.981698
RS,4321352.0,TAVARES,9703.57,1.029309,0.997742
RS,4321402.0,TENENTE PORTELA,10159.53,1.028872,0.984405
RS,4321436.0,TERRA DE AREIA,9968.1,1.029056,0.982891
RS,4321451.0,TEUTONIA,9437.63,1.029564,0.973287
RS,4321469.0,TIO HUGO,10453.08,1.028591,0.979452
RS,4321477.0,TIRADENTES DO SUL,11449.46,1.027637,0.986456
RS,4321493.0,TOROPI,15288.16,1.023961,0.990382
RS,4321501.0,TORRES,12816.76,1.026328,0.98189
RS,4321600.0,TRAMANDAI,10810.47,1.028249,0.984652
RS,4321626.0,TRAVESSEIRO,12841.66,1.026304,0.969491
RS,4321634.0,TRES ARROIOS,19942.63,1.019503,0.969233
RS,4321667.0,TRES CACHOEIRAS,8912.34,1.030067,0.979141
RS,4321709.0,TRES COROAS,8855.14,1.030122,0.9802
RS,4321808.0,TRES DE MAIO,10897.88,1.028165,0.974839
RS,4321832.0,TRES FORQUILHAS,11175.64,1.027899,0.986924
RS,4321857.0,TRES PALMEIRAS,8441.11,1.030518,0.984929
RS,4321907.0,TRES PASSOS,9121.2,1.029867,0.974038
RS,4321956.0,TRINDADE DO SUL,8750.05,1.030222,0.98516
RS,4322004.0,TRIUNFO,15259.58,1.023988,0.980515
RS,4322103.0,TUCUNDUVA,13660.85,1.025519,0.978125
RS,4322152.0,TUNAS,10784.77,1.028274,1.000557
RS,4322186.0,TUPANCI DO SUL,14885.79,1.024346,0.979002
RS,4322202.0,TUPANCIRETA,11459.4,1.027628,0.988051
RS,4322251.0,TUPANDI,10508.13,1.028539,0.96011
RS,4322301.0,TUPARENDI,10915.66,1.028148,0.967695
RS,4322327.0,TURUCU,12946.99,1.026203,0.98473
RS,4322343.0,UBIRETAMA,20129.25,1.019325,0.986425
RS,4322350.0,UNIAO DA SERRA,29282.53,1.010559,0.970215
RS,4322376.0,UNISTALDA,14785.73,1.024442,1.001322
RS,4322509.0,VACARIA,9623.62,1.029386,0.984444
RS,4322525.0,VALE VERDE,11725.98,1.027372,0.997509
RS,4322533.0,VALE DO SOL,10886.96,1.028176,0.990169
RS,4322541.0,VALE REAL,10237.31,1.028798,0.964884
RS,4322558.0,VANINI,15398.63,1.023855,0.972466
RS,4322608.0,VENANCIO AIRES,10462.86,1.028582,0.978188
RS,4322707.0,VERA CRUZ,9419.53,1.029581,0.982858
RS,4322806.0,VERANOPOLIS,10958.17,1.028108,0.966312
RS,4322855.0,VESPASIANO CORREA,16618.48,1.022687,0.967151
RS,4322905.0,VIADUTOS,12065.49,1.027047,0.981457
RS,4323002.0,VIAMAO,8997.55,1.029985,0.984684
RS,4323101.0,VICENTE DUTRA,8307.98,1.030646,0.997913
RS,4323200.0,VICTOR GRAEFF,11841.48,1.027262,0.968625
RS,4323309.0,VILA FLORES,12287.15,1.026835,0.965261
RS,4323358.0,VILA LANGARO,11849.46,1.027254,0.97497
RS,4323408.0,VILA MARIA,12958.47,1.026192,0.967737
RS,4323457.0,VILA NOVA DO SUL,12261.89,1.026859,0.992824
RS,4323507.0,VISTA ALEGRE,11972.69,1.027136,0.984553
RS,4323606.0,VISTA ALEGRE DO PRATA,15830.46,1.023442,0.972933
RS,4323754.0,VITORIA DAS MISSOES,12246.32,1.026874,0.996371
RS,4323770.0,WESTFALIA,12062.88,1.02705,0.95507
RS,4323804.0,XANGRI-LA,20254.04,1.019205,0.977156
SC,42.0,GOVERNO DO ESTADO,13180.92,1.025979,0.975215
SC,4200051.0,ABDON BATISTA,11886.17,1.027219,0.978305
SC,4200101.0,ABELARDO LUZ,9775.43,1.02924,0.983354
SC,4200200.0,AGROLANDIA,6913.7,1.031981,0.970153
SC,4200309.0,AGRONOMICA,8171.47,1.030776,0.969889
SC,4200408.0,AGUA DOCE,12725.08,1.026415,0.981747
SC,4200507.0,AGUAS DE CHAPECO,9124.52,1.029864,0.986094
SC,4200556.0,AGUAS FRIAS,12363.09,1.026762,0.980978
SC,4200606.0,AGUAS MORNAS,8152.13,1.030795,0.967151
SC,4200705.0,ALFREDO WAGNER,9909.6,1.029112,0.971504
SC,4200754.0,ALTO BELA VISTA,14746.01,1.02448,0.970847
SC,4200804.0,ANCHIETA,10223.6,1.028811,0.978323
SC,4200903.0,ANGELINA,10766.72,1.028291,0.971083
SC,4201000.0,ANITA GARIBALDI,8736.65,1.030235,0.985988
SC,4201109.0,ANITAPOLIS,12277.1,1.026845,0.970417
SC,4201208.0,ANTONIO CARLOS,9716.84,1.029296,0.955786
SC,4201257.0,APIUNA,9024.68,1.029959,0.969602
SC,4201273.0,ARABUTA,10339.87,1.0287,0.96809
SC,4201307.0,ARAQUARI,9479.31,1.029524,0.984789
SC,4201406.0,ARARANGUA,9533.15,1.029472,0.980602
SC,4201505.0,ARMAZEM,8405.24,1.030552,0.96886
SC,4201604.0,ARROIO TRINTA,10426.83,1.028616,0.964715
SC,4201653.0,ARVOREDO,12691.57,1.026448,0.981947
SC,4201703.0,ASCURRA,9995.86,1.029029,0.968228
SC,4201802.0,ATALANTA,10143.72,1.028888,0.966936
SC,4201901.0,AURORA,9284.16,1.029711,0.969889
SC,4201950.0,BALNEARIO ARROIO DO SILVA,8536.57,1.030427,0.990797
SC,4202008.0,BALNEARIO CAMBORIU,16825.93,1.022488,0.972881
SC,4202057.0,BALNEARIO BARRA DO SUL,12192.23,1.026926,0.977278
SC,4202073.0,BALNEARIO GAIVOTA,8623.46,1.030343,0.979999
SC,4202081.0,BANDEIRANTE,10089.56,1.028939,0.987626
SC,4202099.0,BARRA BONITA,14898.71,1.024334,0.981389
SC,4202107.0,BARRA VELHA,8617.05,1.03035,0.980675
SC,4202131.0,BELA VISTA DO TOLDO,9242.63,1.029751,0.994217
SC,4202156.0,BELMONTE,10948.32,1.028117,0.981531
SC,4202206.0,BENEDITO NOVO,9206.19,1.029785,0.963586
SC,4202305.0,BIGUACU,11108.18,1.027964,0.977283
SC,4202404.0,BLUMENAU,12346.02,1.026779,0.964985
SC,4202438.0,BOCAINA DO SUL,10797.45,1.028262,0.985308
SC,4202453.0,BOMBINHAS,11568.88,1.027523,0.97687
SC,4202503.0,BOM JARDIM DA SERRA,10858.75,1.028203,0.987429
SC,4202537.0,BOM JESUS,11423.65,1.027662,0.982861
SC,4202578.0,BOM JESUS DO OESTE,12724.13,1.026416,0.969111
SC,4202602.0,BOM RETIRO,10053.43,1.028974,0.975928
